market,market_id,exchange,asset,symbol,maturity,date,samples,impliedApr,markApr,ammImpliedApr,latestSettlementApr,settlementApr,realizedDailyApr,realizedForwardApr,forwardDaysUsed,dailyBasisApr,forwardBasisApr
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-08,24,-0.03499150729871366,-0.033509331445533995,,0.0742360725,0.072965106,0.072965106,-0.045883570294117604,17,-0.10795661329871367,0.01089206299540394
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-09,24,-0.03160752996326066,-0.03231020179344945,,-0.07855311,-0.08703899500000001,-0.08703899500000001,-0.053311612562499944,16,0.05543146503673935,0.021704082599239283
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-10,24,-0.031538889694197464,-0.03231020179344945,,-0.064866851,-0.0617751915,-0.0617751915,-0.05106312039999992,15,0.030236301805802536,0.019524230705802455
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-11,24,-0.02798542085001772,-0.027973418834736447,,0.085740398,0.0880876765,0.0880876765,-0.05029797246428558,14,-0.11607309735001772,0.02231255161426786
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-12,24,-0.04461079108129692,-0.04464377503652344,,-0.376252804,-0.37587637949999997,-0.37587637949999997,-0.06094302238461529,13,0.33126558841870307,0.016332231303318373
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-13,24,-0.03735068519909942,-0.03694394910667257,,-0.1296617605,-0.1257202715,-0.1257202715,-0.03469857595833329,12,0.08836958630090058,-0.002652109240766129
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-14,24,-0.00864203634139818,-0.005684636336627635,,0.030977404,0.0259848245,0.0259848245,-0.02642387636363627,11,-0.03462686084139818,0.01778184002223809
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-15,24,-0.02652796024654332,-0.02429289916925595,,-0.07464542,-0.0732348045,-0.0732348045,-0.031664746449999906,10,0.046706844253456684,0.005136786203456586
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-16,24,-0.038039486841124445,-0.035157517070195765,,-0.041555432499999996,-0.03848706,-0.03848706,-0.02704585111111098,9,0.0004475731588755513,-0.010993635730013464
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-17,24,-0.04251030841878966,-0.04097735370078878,,-0.015325255000000001,-0.024088138499999998,-0.024088138499999998,-0.025615699999999908,8,-0.01842216991878966,-0.01689460841878975
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-18,24,-0.04988137340667507,-0.05278213826961387,,-0.13037194100000002,-0.126613171,-0.126613171,-0.025833923071428493,7,0.07673179759332494,-0.024047450335246575
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-19,24,-0.05014314930771763,-0.0532787029077914,,-0.020591475,-0.0238192795,-0.0238192795,-0.009037381749999795,6,-0.02632386980771763,-0.04110576755771783
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-20,24,-0.05027423358510932,-0.048112928912610715,,-0.0318689895,-0.024302101499999996,-0.024302101499999996,-0.0060810021999998295,5,-0.02597213208510932,-0.044193231385109485
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-21,24,-0.044809758283593355,-0.0456566058200688,,0.0190983695,0.0196939035,0.0196939035,-0.0015257273749997857,4,-0.06450366178359335,-0.04328403090859357
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-22,24,-0.03273119927340629,-0.03294452783152167,,-0.0077526365,-0.0094847075,-0.0094847075,-0.008598937666666492,3,-0.02324649177340629,-0.0241322616067398
100-HYPERLIQUID-xyzXYZ100-24APR2026,100,Hyperliquid,XYZ100,xyzXYZ100,2026-04-24,2026-04-23,24,-0.026440948635474765,-0.024803098003344196,,0.0057827315,0.00809789,0.00809789,-0.008156052749999532,2,-0.034538838635474765,-0.018284895885475234
101-BINANCE-ETHUSDT-25SEP2026,101,Binance,ETH,ETHUSDT,2026-09-25,2026-03-31,17,0.014700887130532136,0.014438355605404005,,0.0046698529411764705,0.0028689,0.00380695,-0.00429878749999979,48,0.010893937130532137,0.018999674630531926
101-BINANCE-ETHUSDT-25SEP2026,101,Binance,ETH,ETHUSDT,2026-09-25,2026-04-01,24,0.01445320845456488,0.013819313838255907,,0.030219262499999996,0.03267845,0.03267845,-0.004471249999999738,47,-0.018225241545435117,0.018924458454564617
101-BINANCE-ETHUSDT-25SEP2026,101,Binance,ETH,ETHUSDT,2026-09-25,2026-04-02,24,0.010736791039069363,0.010441989372296666,,-0.10273700625,-0.10808015,-0.10808015,-0.005278852173912904,46,0.11881694103906937,0.016015643212982267
101-BINANCE-ETHUSDT-25SEP2026,101,Binance,ETH,ETHUSDT,2026-09-25,2026-04-03,24,0.01092575448249112,0.010656111214838067,,-0.01496363125,-0.012077850000000001,-0.012077850000000001,-0.002994378888888605,45,0.02300360448249112,0.013920133371379723
101-BINANCE-ETHUSDT-25SEP2026,101,Binance,ETH,ETHUSDT,2026-09-25,2026-04-04,24,0.011020490296841346,0.010656111214838067,,0.01974056875,0.020513,0.020513,-0.0027879363636361372,44,-0.009492509703158654,0.013808426660477484
